Date_of_Birth,Gender,Marital_Status,Number_of_Dependents,Monthly_Income,Sources_of_Income,Current_Loans,Debt_to_Income_Ratio,Property_Ownership,Employment_Status,Job_Tenure_Work_Experience,Credit_Score,Loan_Amount_Requested,Loan_Purpose,Desired_Loan_Tenure,Rent_Payment_History,Utility_Bill_Payments,Spending_Patterns,BNPL_Payment_History,Gig_Economy_Income,Behavioral_Data,Loan_Approved
1989-07-17,Male,Single,1,93418,Primary,No,0.63,Rented,Self-Employed,33,677,2060946,Vehicle,180,Poor,Average,Aggressive,Good,Yes,Very_Positive,1
1995-06-08,Female,Single,8,784708,Secondary,Yes,0.74,Rented,Unemployed,0,627,15253459,Medical,48,N/A,Average,Cautious,Good,No,Very_Negative,0
1953-12-15,Male,Single,9,165946,Rental_Income,Yes,0.06,Owned,Salaried,17,359,25484151,Business,96,Good,Poor,Impulsive,Average,Yes,Positive,0
1969-04-14,Male,Married,0,607872,Secondary,Multiple,0.25,Commercial_Rented,Retired,0,555,37531648,Business,180,Poor,N/A,Cautious,Poor,No,Very_Positive,1
1964-01-27,Female,Married,1,788641,Investments,Yes,0.55,Joint_Ownership,Government,34,846,4406209,Home,48,Average,Average,Consistent,Average,Yes,Negative,1
1996-04-22,Male,Single,3,935173,Secondary,No,0.08,Commercial_Owned,Student,0,331,39092064,Medical,36,Poor,Average,Aggressive,Good,Yes,Positive,1
1950-07-18,Male,Married,5,706946,Secondary,No,0.62,Commercial_Owned,Unemployed,0,489,34999951,Wedding,48,Average,Poor,Consistent,Good,No,Very_Positive,0
2000-05-12,Male,Married,8,823186,Secondary,Multiple,0.51,Joint_Ownership,Student,0,723,26176917,Travel,108,Average,Poor,Consistent,N/A,Yes,Neutral,0
1989-12-25,Male,Single,9,494800,Secondary,Yes,0.54,Commercial_Owned,Unemployed,0,587,38894302,Vehicle,240,N/A,N/A,Erratic,N/A,Yes,Negative,0
1952-03-07,Female,Single,0,971902,Primary,Multiple,0.49,Commercial_Owned,Unemployed,0,759,23666605,Home,180,Average,Good,Erratic,Good,Yes,Very_Positive,0
1956-12-26,Male,Single,4,179774,Multiple,No,0.31,Rented,Unemployed,0,890,25538697,Home,60,Poor,Poor,Aggressive,Average,Yes,Negative,0
1955-06-26,Male,Single,10,281283,Multiple,Yes,0.34,Commercial_Owned,Unemployed,0,793,9895791,Vehicle,120,N/A,Poor,Cautious,Good,Yes,Very_Positive,0
1955-06-03,Male,Married,2,680542,Secondary,Yes,0.68,Owned,Retired,0,495,36802727,Debt_Consolidation,360,N/A,Average,Erratic,Average,No,Positive,0
1985-10-17,Male,Single,5,395508,Rental_Income,Multiple,0.3,Joint_Ownership,Unemployed,0,339,32451968,Medical,96,Average,Good,Cautious,N/A,Yes,Neutral,0
1999-01-07,Male,Single,6,519328,Pension,No,0.02,Commercial_Owned,Student,0,865,15775588,Wedding,12,Average,Good,Erratic,Good,Yes,Very_Positive,1
1965-04-03,Female,Married,1,493075,Multiple,Multiple,0.41,Rented,Self-Employed,21,719,46487323,Education,84,Poor,Good,Impulsive,Poor,Yes,Neutral,1
1981-07-04,Female,Single,7,741416,Pension,No,0.4,Owned,Unemployed,0,866,1708043,Travel,240,Average,Poor,Cautious,Good,No,Very_Positive,1
1987-06-02,Male,Single,1,529823,Primary,No,0.5,Commercial_Owned,Student,0,799,48696379,Personal,96,Poor,N/A,Erratic,Average,Yes,Very_Positive,1
1995-09-18,Male,Married,1,982832,Pension,No,0.66,Owned,Retired,0,651,18909376,Business,60,Average,Good,Aggressive,Poor,Yes,Very_Positive,1
1973-09-25,Female,Single,1,704290,Multiple,No,0.44,Commercial_Rented,Unemployed,0,353,5067173,Personal,360,Good,Average,Erratic,N/A,No,Positive,0
1995-11-15,Female,Married,4,117014,Investments,Yes,0.14,Commercial_Owned,Student,0,823,34454007,Wedding,48,Average,Average,Consistent,Poor,Yes,Very_Positive,1
1955-10-17,Male,Single,10,110971,Secondary,Yes,0.7,Commercial_Owned,Student,0,657,44906911,Education,108,Poor,Good,Erratic,Average,No,Positive,0
1962-09-07,Male,Single,10,816561,Rental_Income,Yes,0.06,Commercial_Owned,Unemployed,0,482,8850190,Travel,60,N/A,Good,Impulsive,Poor,No,Very_Positive,1
1969-09-27,Male,Married,0,777728,Secondary,No,0.74,Rented,Unemployed,0,871,40936436,Home,36,Good,Good,Impulsive,Good,No,Negative,0
1997-04-02,Female,Married,1,639759,Secondary,Multiple,0.83,Joint_Ownership,Student,0,698,11637297,Home,12,N/A,N/A,Impulsive,N/A,No,Very_Positive,0
1951-05-03,Male,Single,10,651071,Primary,No,0.11,Commercial_Rented,Unemployed,0,758,44023534,Education,360,Poor,Good,Cautious,Poor,No,Negative,0
1976-09-25,Female,Married,4,575385,Multiple,No,0.19,Owned,Salaried,21,436,38545762,Medical,360,Good,Good,Consistent,N/A,Yes,Neutral,1
1975-02-18,Female,Married,7,729266,Rental_Income,Multiple,0.56,Rented,Retired,0,387,38925523,Business,48,Good,N/A,Consistent,Average,No,Very_Positive,0
1987-07-03,Male,Married,6,259954,Secondary,No,0.24,Owned,Self-Employed,31,481,3615340,Wedding,84,Average,N/A,Cautious,Good,No,Very_Positive,1
1980-09-09,Male,Married,9,431586,Investments,Multiple,0.21,Rented,Student,0,363,28787692,Travel,360,N/A,Average,Cautious,Good,No,Very_Positive,0
1959-01-14,Male,Single,10,814311,Primary,Yes,0.54,Commercial_Owned,Self-Employed,33,563,22852429,Vehicle,60,Average,Good,Consistent,Good,No,Positive,0
1982-05-24,Female,Single,10,463029,Secondary,No,0.56,Joint_Ownership,Salaried,2,565,20108600,Personal,84,Average,N/A,Impulsive,Average,No,Neutral,0
1957-03-01,Female,Single,5,503581,Multiple,No,0.37,Commercial_Rented,Unemployed,0,687,29827505,Personal,24,Average,N/A,Consistent,N/A,No,Positive,0
2005-02-18,Female,Married,5,642824,Secondary,Multiple,0.79,Joint_Ownership,Self-Employed,24,567,33784702,Personal,360,Average,Good,Aggressive,N/A,No,Very_Negative,0
1987-04-20,Female,Single,0,354846,Investments,Multiple,0.16,Joint_Ownership,Student,0,521,18218593,Education,84,Poor,Poor,Impulsive,Good,No,Very_Negative,0
1950-12-05,Female,Single,3,760891,Investments,Yes,0.24,Joint_Ownership,Salaried,35,451,10381968,Personal,12,Poor,Poor,Aggressive,N/A,No,Very_Negative,0
1977-02-24,Male,Married,3,645388,Primary,Multiple,0.29,Rented,Self-Employed,25,627,25851123,Travel,300,Poor,Average,Consistent,Average,Yes,Very_Positive,1
1966-03-04,Male,Married,4,448266,Rental_Income,No,0.56,Commercial_Owned,Government,10,732,49635323,Wedding,36,N/A,N/A,Cautious,Poor,No,Neutral,0
1955-07-13,Female,Single,4,565640,Pension,Yes,0.08,Rented,Student,0,573,587345,Education,180,Average,Poor,Erratic,N/A,No,Very_Positive,0
1960-06-04,Female,Single,4,476548,Investments,No,0.48,Commercial_Owned,Self-Employed,10,876,12564102,Business,24,Average,Good,Impulsive,Good,Yes,Very_Positive,1
1993-12-23,Male,Single,9,285760,Investments,Yes,0.01,Owned,Student,0,808,24697920,Vehicle,360,Good,Average,Consistent,Poor,No,Neutral,1
1973-02-12,Female,Single,10,828883,Secondary,No,0.74,Commercial_Owned,Unemployed,0,390,16421750,Medical,48,N/A,N/A,Impulsive,Good,No,Very_Negative,0
1962-02-17,Female,Single,10,957475,Multiple,Multiple,0.67,Commercial_Owned,Student,0,705,34437090,Education,120,Average,Average,Aggressive,Poor,No,Positive,1
2005-06-16,Female,Single,9,95628,Primary,Multiple,0.59,Commercial_Owned,Self-Employed,6,627,45264774,Home,60,Poor,N/A,Impulsive,Good,No,Neutral,0
2001-01-03,Male,Married,0,402746,Primary,Multiple,0.04,Commercial_Rented,Salaried,25,479,14682003,Home,240,Good,Poor,Erratic,N/A,No,Positive,1
1992-10-20,Female,Single,3,351302,Pension,Yes,0.75,Rented,Government,22,543,28305599,Personal,60,Average,Poor,Erratic,Average,No,Very_Negative,0
1973-02-20,Male,Single,4,55705,Pension,Multiple,0.22,Commercial_Owned,Retired,0,390,24734487,Business,84,Average,N/A,Impulsive,Poor,No,Positive,0
1967-06-17,Female,Married,0,977054,Secondary,Yes,0.84,Owned,Student,0,792,38506150,Home,120,Good,Good,Aggressive,Average,No,Positive,0
1989-11-08,Male,Married,4,630068,Multiple,No,0.3,Joint_Ownership,Unemployed,0,731,4171505,Debt_Consolidation,300,N/A,Good,Consistent,Poor,No,Very_Negative,0
1994-06-15,Female,Married,2,660230,Rental_Income,No,0.45,Owned,Salaried,6,535,9646922,Medical,60,Good,N/A,Aggressive,Average,Yes,Very_Positive,1
1995-06-25,Male,Single,8,280649,Multiple,Multiple,0.18,Commercial_Owned,Government,30,545,32349120,Vehicle,60,Average,Poor,Aggressive,N/A,Yes,Very_Positive,1
1990-01-10,Male,Married,8,138826,Multiple,Multiple,0.77,Commercial_Owned,Unemployed,0,731,44456464,Debt_Consolidation,24,N/A,N/A,Cautious,Good,No,Positive,0
1955-05-20,Female,Married,6,552719,Secondary,No,0.23,Commercial_Owned,Retired,0,775,45666544,Debt_Consolidation,360,Good,Poor,Cautious,Average,Yes,Neutral,1
1982-04-14,Male,Married,9,316598,Rental_Income,Multiple,0.73,Rented,Government,33,582,17930994,Medical,180,N/A,N/A,Impulsive,N/A,No,Very_Negative,0
1981-11-16,Male,Married,2,74167,Rental_Income,Multiple,0.24,Commercial_Rented,Student,0,666,8315472,Education,24,Poor,N/A,Consistent,N/A,Yes,Very_Positive,0
1995-04-26,Male,Single,1,403186,Primary,Multiple,0.45,Commercial_Owned,Self-Employed,33,504,13301000,Travel,180,Poor,Good,Erratic,N/A,Yes,Negative,1
1995-01-26,Male,Married,3,816491,Investments,Yes,0.65,Commercial_Rented,Salaried,35,557,39671069,Vehicle,72,Average,N/A,Aggressive,N/A,Yes,Negative,0
1982-05-15,Female,Single,5,337091,Rental_Income,Yes,0.77,Commercial_Rented,Unemployed,0,816,44738264,Education,60,N/A,Good,Consistent,Good,Yes,Neutral,0
2000-08-17,Male,Single,3,656117,Primary,Multiple,0.38,Commercial_Owned,Salaried,26,304,25480562,Personal,24,Good,Average,Cautious,Good,Yes,Negative,1
1999-11-06,Female,Single,10,836134,Secondary,Multiple,0.1,Rented,Salaried,37,704,33192403,Personal,48,Average,Poor,Consistent,Poor,No,Negative,1
1968-05-10,Male,Single,8,722100,Pension,Multiple,0.65,Commercial_Owned,Unemployed,0,604,45910180,Travel,240,N/A,Average,Consistent,Average,No,Very_Negative,0
1960-11-20,Female,Married,9,358138,Primary,No,0.88,Commercial_Rented,Retired,0,508,7682421,Personal,360,N/A,Average,Erratic,Good,Yes,Positive,0
1995-01-15,Female,Single,3,813218,Rental_Income,Yes,0.08,Commercial_Rented,Retired,0,388,42804622,Personal,48,Poor,Good,Cautious,Good,Yes,Very_Negative,0
1959-02-03,Female,Married,2,26759,Multiple,No,0.53,Rented,Retired,0,380,2306956,Wedding,120,Average,Poor,Erratic,N/A,No,Negative,0
1971-04-18,Male,Single,3,254675,Secondary,No,0.59,Joint_Ownership,Student,0,617,1521902,Business,60,Poor,Good,Aggressive,Poor,Yes,Very_Negative,0
1985-06-21,Female,Married,9,31643,Secondary,Yes,0.44,Commercial_Rented,Self-Employed,34,317,21431866,Medical,300,Good,Good,Aggressive,Average,No,Negative,0
1970-02-07,Female,Single,2,888614,Primary,Multiple,0.68,Commercial_Owned,Unemployed,0,443,32107432,Wedding,84,Good,Average,Aggressive,N/A,Yes,Positive,0
1997-02-05,Female,Married,0,655489,Pension,Multiple,0.72,Commercial_Owned,Retired,0,633,17157533,Education,24,Average,Poor,Impulsive,Poor,No,Positive,1
1985-08-23,Male,Married,9,749808,Rental_Income,Yes,0.61,Commercial_Owned,Salaried,10,848,25534164,Business,240,Poor,Poor,Aggressive,N/A,Yes,Neutral,1
1968-04-26,Male,Married,10,650079,Rental_Income,Yes,0.58,Owned,Retired,0,609,44720970,Wedding,84,Average,Average,Aggressive,N/A,No,Positive,0
1970-08-27,Male,Single,8,874323,Multiple,Multiple,0.57,Commercial_Owned,Self-Employed,20,882,9325288,Personal,108,Poor,Average,Impulsive,Poor,Yes,Very_Positive,1
1965-07-15,Female,Single,7,109240,Multiple,No,0.65,Owned,Retired,0,857,25015636,Education,24,Average,Good,Consistent,N/A,No,Neutral,0
1990-12-13,Male,Single,2,796298,Rental_Income,Multiple,0.36,Rented,Government,5,467,8986505,Business,12,Good,Good,Consistent,N/A,No,Negative,1
1963-04-08,Male,Single,6,407987,Investments,Yes,0.29,Rented,Student,0,551,45127083,Debt_Consolidation,72,Poor,Average,Consistent,Good,Yes,Very_Negative,0
1991-06-17,Male,Married,1,508711,Pension,No,0.46,Joint_Ownership,Self-Employed,28,425,31023397,Education,96,Good,Poor,Impulsive,Poor,No,Very_Positive,1
2005-06-02,Male,Single,9,823225,Multiple,Yes,0.11,Joint_Ownership,Unemployed,0,601,9879308,Debt_Consolidation,48,N/A,Average,Aggressive,Average,No,Very_Positive,0
2007-08-03,Female,Single,3,771486,Primary,No,0.35,Commercial_Rented,Government,13,358,37571647,Personal,24,Poor,N/A,Cautious,Average,Yes,Negative,0
2007-02-09,Female,Single,4,714082,Investments,No,0.82,Joint_Ownership,Government,20,367,22764875,Travel,60,Good,Average,Consistent,Good,No,Very_Positive,0
1971-08-04,Male,Single,1,857141,Secondary,No,0.14,Owned,Unemployed,0,885,27694933,Wedding,24,Average,Poor,Erratic,Poor,Yes,Very_Positive,1
1956-06-27,Female,Single,5,947738,Investments,No,0.47,Joint_Ownership,Salaried,2,512,21622286,Personal,24,Poor,N/A,Cautious,Poor,Yes,Negative,0
1964-07-02,Male,Married,3,759945,Multiple,No,0.79,Rented,Salaried,8,617,45340054,Personal,300,Good,Good,Cautious,Good,No,Neutral,1
1999-01-21,Male,Married,10,714880,Investments,Multiple,0.75,Commercial_Rented,Retired,0,340,12330461,Wedding,96,Good,Poor,Cautious,Poor,No,Positive,0
1995-03-14,Male,Single,8,657184,Rental_Income,No,0.53,Joint_Ownership,Self-Employed,23,477,10909808,Home,84,Good,N/A,Impulsive,Average,No,Very_Positive,0
1997-04-27,Male,Married,1,541824,Multiple,Multiple,0.72,Commercial_Rented,Salaried,0,459,40381394,Medical,24,Good,Poor,Impulsive,N/A,No,Positive,0
1977-10-03,Female,Married,3,328515,Multiple,Yes,0.04,Owned,Government,6,664,7452694,Business,300,N/A,N/A,Impulsive,N/A,Yes,Very_Negative,1
1978-09-18,Female,Married,6,91320,Multiple,No,0.02,Rented,Government,26,324,18070693,Vehicle,180,N/A,Poor,Impulsive,Poor,Yes,Very_Positive,0
1969-11-11,Male,Married,4,170598,Multiple,Yes,0.24,Joint_Ownership,Unemployed,0,769,40253337,Personal,120,Poor,Poor,Aggressive,Average,No,Very_Negative,0
1960-11-18,Male,Married,2,386519,Investments,Yes,0.54,Commercial_Rented,Unemployed,0,776,27399379,Debt_Consolidation,300,Poor,Good,Erratic,Average,Yes,Positive,0
1951-04-09,Female,Married,7,763619,Multiple,Multiple,0.62,Commercial_Owned,Student,0,896,48241324,Debt_Consolidation,120,Poor,Average,Impulsive,Average,Yes,Neutral,0
1955-04-11,Male,Married,3,510252,Primary,No,0.05,Owned,Retired,0,798,9571018,Wedding,180,Average,Poor,Consistent,N/A,No,Negative,1
1963-04-18,Male,Married,2,633530,Pension,Multiple,0.1,Commercial_Rented,Salaried,11,838,19534993,Education,72,Good,Poor,Consistent,Good,No,Neutral,1
2007-03-09,Female,Married,7,543840,Pension,Yes,0.27,Joint_Ownership,Government,14,636,43863396,Travel,300,Good,Poor,Erratic,N/A,No,Positive,0
2004-01-11,Male,Married,7,183500,Rental_Income,Yes,0.39,Commercial_Rented,Student,0,329,26189340,Wedding,72,N/A,Good,Erratic,Average,No,Positive,0
1981-04-04,Female,Married,3,229057,Secondary,Multiple,0.67,Rented,Unemployed,0,339,31102262,Personal,96,Poor,Poor,Erratic,Good,No,Neutral,0
1962-12-13,Male,Single,1,15073,Multiple,Multiple,0.58,Owned,Salaried,21,604,40451520,Vehicle,360,Average,N/A,Consistent,N/A,No,Very_Positive,0
1997-01-28,Male,Single,10,32876,Secondary,Multiple,0.51,Commercial_Rented,Salaried,17,358,13086559,Personal,300,N/A,Poor,Cautious,N/A,No,Very_Negative,0
2000-07-08,Male,Single,9,109457,Multiple,Yes,0.16,Owned,Unemployed,0,647,33884696,Education,48,Good,Good,Cautious,N/A,No,Positive,0
2006-05-08,Male,Married,8,119428,Rental_Income,Multiple,0.28,Commercial_Owned,Self-Employed,3,489,7031711,Personal,300,Average,Poor,Consistent,Average,Yes,Very_Positive,0
1981-03-10,Female,Single,4,718103,Investments,No,0.29,Rented,Student,0,526,10742025,Vehicle,60,Good,Poor,Erratic,Poor,No,Negative,0
1956-05-16,Female,Single,2,706526,Investments,Yes,0.6,Joint_Ownership,Self-Employed,31,535,37048958,Medical,12,Good,N/A,Aggressive,Poor,No,Negative,0
1981-12-05,Male,Married,0,975314,Rental_Income,Yes,0.16,Joint_Ownership,Self-Employed,6,765,31881571,Wedding,180,N/A,Poor,Erratic,Good,No,Very_Negative,1
1985-05-12,Female,Married,9,777334,Rental_Income,Multiple,0.16,Joint_Ownership,Student,0,576,17235519,Vehicle,12,Average,Average,Impulsive,Average,No,Neutral,0
2006-01-04,Female,Married,2,968866,Secondary,No,0.69,Rented,Retired,0,601,41175997,Vehicle,300,Average,Good,Consistent,N/A,Yes,Very_Negative,0
1966-02-20,Male,Single,10,784419,Primary,No,0.52,Commercial_Rented,Retired,0,668,32604051,Education,60,Average,N/A,Consistent,Good,No,Very_Positive,0
1986-10-12,Female,Married,1,300745,Investments,No,0.24,Rented,Retired,0,621,40571932,Business,12,Good,Good,Consistent,Good,Yes,Very_Positive,1
1976-02-05,Male,Single,4,638030,Secondary,Multiple,0.49,Joint_Ownership,Government,26,788,23912869,Personal,180,Good,Average,Aggressive,N/A,Yes,Negative,1
1959-09-03,Female,Single,1,28820,Secondary,Yes,0.37,Commercial_Owned,Student,0,417,15967052,Debt_Consolidation,60,Poor,Good,Consistent,N/A,Yes,Very_Negative,0
1956-04-04,Male,Single,3,681700,Investments,No,0.54,Rented,Self-Employed,34,400,11641767,Education,96,Good,Good,Aggressive,Poor,No,Very_Negative,0
1975-10-02,Female,Married,1,684574,Pension,No,0.26,Owned,Self-Employed,24,522,16401012,Home,108,Good,N/A,Impulsive,N/A,Yes,Positive,1
1961-09-14,Male,Married,2,235962,Secondary,No,0.8,Owned,Retired,0,765,33590437,Home,12,Good,Poor,Impulsive,Poor,No,Neutral,0
1989-01-03,Male,Single,2,263629,Secondary,No,0.46,Owned,Unemployed,0,499,45218592,Medical,84,Average,Poor,Erratic,N/A,Yes,Very_Positive,0
2006-02-27,Female,Single,2,264646,Pension,Multiple,0.47,Commercial_Rented,Salaried,5,562,15374579,Personal,60,Poor,Average,Aggressive,Good,Yes,Negative,0
1977-12-12,Male,Married,5,708992,Primary,No,0.79,Commercial_Rented,Government,21,696,6910975,Home,60,Poor,Average,Impulsive,Poor,No,Negative,1
1960-09-09,Male,Married,5,372034,Pension,Yes,0.26,Owned,Salaried,36,841,27101932,Education,300,Average,N/A,Cautious,Good,Yes,Very_Negative,1
1977-03-16,Female,Single,7,507696,Multiple,No,0.36,Commercial_Owned,Self-Employed,31,556,33727308,Debt_Consolidation,120,Poor,Average,Erratic,N/A,Yes,Very_Negative,0
1979-09-10,Male,Married,7,270160,Secondary,Multiple,0.12,Owned,Self-Employed,27,396,9212312,Home,24,N/A,N/A,Aggressive,Good,Yes,Positive,1
1950-08-28,Female,Married,9,665976,Primary,Yes,0.32,Owned,Self-Employed,14,360,1018077,Travel,300,Poor,Poor,Aggressive,N/A,No,Neutral,0
1992-07-13,Male,Married,7,510057,Pension,Multiple,0.5,Rented,Retired,0,547,20811447,Personal,84,N/A,Good,Aggressive,Good,Yes,Very_Positive,1
1971-12-14,Male,Single,8,201366,Pension,Multiple,0.7,Rented,Unemployed,0,394,10657919,Medical,60,N/A,Poor,Consistent,Poor,No,Very_Positive,0
1993-12-08,Female,Single,2,364169,Primary,No,0.18,Joint_Ownership,Self-Employed,24,576,46380100,Travel,240,Average,Good,Erratic,Poor,No,Very_Negative,0
1953-06-01,Female,Married,3,318210,Multiple,Yes,0.29,Owned,Self-Employed,22,543,34795793,Home,84,N/A,Poor,Erratic,Average,No,Positive,0
1999-09-12,Female,Married,10,468123,Multiple,No,0.02,Commercial_Owned,Self-Employed,24,810,31055997,Personal,36,Good,N/A,Consistent,Good,Yes,Very_Negative,1
1978-03-24,Female,Single,3,710755,Primary,Multiple,0.44,Commercial_Rented,Student,0,507,25540363,Debt_Consolidation,72,Good,Poor,Cautious,Poor,Yes,Neutral,0
1958-01-06,Male,Single,5,675930,Investments,Multiple,0.85,Owned,Salaried,31,522,4902265,Business,120,N/A,Average,Consistent,Poor,Yes,Very_Positive,0
1962-03-24,Male,Single,1,913418,Primary,No,0.63,Commercial_Owned,Salaried,6,612,28025334,Personal,240,N/A,Poor,Aggressive,Average,Yes,Very_Positive,1
2004-08-03,Male,Married,0,819287,Pension,Multiple,0.45,Owned,Student,0,591,41114445,Travel,120,N/A,Good,Aggressive,Good,Yes,Very_Negative,0
2000-07-12,Male,Single,1,873220,Multiple,Multiple,0.86,Owned,Retired,0,775,47995375,Travel,120,N/A,Poor,Aggressive,N/A,Yes,Neutral,1
1993-12-07,Male,Single,7,482184,Investments,Yes,0.22,Commercial_Owned,Retired,0,498,45394248,Business,84,Average,Average,Consistent,N/A,Yes,Neutral,1
1991-12-16,Male,Married,9,361467,Pension,Yes,0.1,Owned,Government,12,703,5293055,Education,48,Average,Average,Cautious,Good,No,Very_Positive,1
1958-10-27,Female,Single,0,937375,Investments,Multiple,0.38,Rented,Unemployed,0,480,24884962,Wedding,36,N/A,Average,Consistent,Average,Yes,Negative,0
2002-08-03,Female,Single,0,159127,Investments,Yes,0.72,Owned,Self-Employed,30,472,13789612,Travel,300,Good,Poor,Aggressive,Poor,Yes,Very_Positive,0
1958-12-12,Male,Single,8,85458,Rental_Income,Multiple,0.16,Joint_Ownership,Student,0,320,21339962,Travel,96,Good,Poor,Aggressive,Average,No,Negative,0
1994-05-07,Male,Married,8,949523,Multiple,No,0.52,Rented,Self-Employed,22,415,37407786,Business,108,Good,Good,Consistent,Good,No,Very_Positive,1
1965-05-08,Male,Married,2,654942,Pension,Multiple,0.63,Owned,Student,0,795,9710902,Medical,300,Average,N/A,Cautious,N/A,Yes,Neutral,0
1972-05-09,Male,Single,0,635985,Pension,Multiple,0.36,Rented,Unemployed,0,756,29461252,Debt_Consolidation,96,Poor,N/A,Cautious,Poor,Yes,Very_Negative,0
2006-07-18,Male,Single,8,42783,Secondary,No,0.12,Owned,Government,35,542,8158801,Business,180,Good,N/A,Cautious,Good,Yes,Very_Positive,0
1982-08-13,Male,Married,0,512887,Rental_Income,No,0.88,Commercial_Rented,Self-Employed,12,677,13281036,Vehicle,84,Good,N/A,Erratic,Average,Yes,Negative,1
2007-08-08,Male,Single,10,893593,Primary,Yes,0.41,Rented,Unemployed,0,864,4742741,Education,108,N/A,Poor,Consistent,Poor,Yes,Neutral,0
1956-08-05,Female,Single,2,480895,Investments,No,0.24,Owned,Student,0,453,24606851,Home,48,N/A,Good,Impulsive,Good,Yes,Negative,0
1973-05-25,Female,Single,10,391149,Rental_Income,Multiple,0.89,Rented,Unemployed,0,839,1678818,Personal,108,Poor,Poor,Impulsive,Good,Yes,Very_Positive,0
1981-02-24,Female,Single,8,906538,Pension,Multiple,0.47,Joint_Ownership,Self-Employed,9,314,32686884,Education,48,Poor,N/A,Aggressive,Poor,Yes,Positive,1
1968-04-10,Female,Married,1,927209,Rental_Income,No,0.59,Commercial_Rented,Self-Employed,7,587,37027823,Home,84,Average,Good,Aggressive,Average,No,Negative,0
1972-10-26,Male,Single,2,501558,Rental_Income,No,0.34,Rented,Salaried,15,428,29200730,Travel,12,Poor,Average,Consistent,Average,Yes,Negative,0
1960-06-14,Female,Married,1,182566,Pension,No,0.34,Owned,Retired,0,456,7713662,Home,300,Good,N/A,Impulsive,N/A,No,Negative,0
1979-07-07,Female,Married,6,886917,Rental_Income,No,0.39,Owned,Unemployed,0,584,45504554,Travel,12,Good,Good,Impulsive,N/A,Yes,Positive,0
1972-10-09,Male,Married,10,145201,Investments,Multiple,0.41,Commercial_Owned,Student,0,897,31892433,Wedding,300,N/A,N/A,Erratic,N/A,Yes,Very_Positive,0
1997-05-25,Female,Married,5,334439,Multiple,Multiple,0.14,Commercial_Rented,Government,4,790,41424948,Personal,180,Average,N/A,Impulsive,Good,Yes,Neutral,1
1950-01-05,Male,Married,7,297604,Primary,Yes,0.1,Rented,Unemployed,0,654,47168847,Vehicle,300,Poor,Poor,Erratic,Average,No,Neutral,0
2007-07-07,Male,Single,10,198237,Secondary,No,0.02,Commercial_Owned,Student,0,865,24832711,Medical,60,Average,N/A,Aggressive,Average,Yes,Very_Positive,0
1974-07-16,Male,Single,5,774421,Primary,No,0.12,Rented,Unemployed,0,787,14313570,Personal,96,Average,Average,Erratic,Average,No,Very_Positive,1
1960-06-01,Male,Married,7,858372,Pension,Multiple,0.03,Owned,Unemployed,0,513,49538935,Debt_Consolidation,108,N/A,N/A,Erratic,N/A,No,Positive,0
1965-06-10,Female,Single,1,722310,Pension,Yes,0.82,Commercial_Owned,Unemployed,0,438,42446597,Wedding,240,Poor,Poor,Consistent,N/A,No,Negative,0
1965-10-16,Male,Married,3,695542,Secondary,Yes,0.23,Joint_Ownership,Unemployed,0,886,3419806,Medical,48,N/A,Average,Cautious,Poor,Yes,Very_Negative,0
1972-05-13,Male,Single,6,51046,Rental_Income,Multiple,0.86,Joint_Ownership,Self-Employed,31,747,48846668,Medical,300,N/A,Average,Impulsive,Poor,Yes,Negative,0
1963-11-24,Male,Married,3,567328,Primary,No,0.18,Commercial_Owned,Retired,0,375,6252386,Wedding,96,Average,Average,Consistent,N/A,No,Very_Positive,1
1969-12-08,Male,Single,0,289429,Investments,No,0.29,Owned,Salaried,4,428,19950725,Wedding,60,Poor,Poor,Consistent,Average,Yes,Very_Positive,1
1965-04-06,Female,Single,9,492846,Primary,Yes,0.08,Owned,Government,38,370,32823774,Home,60,Poor,Poor,Cautious,N/A,Yes,Neutral,1
1992-01-04,Female,Single,2,473874,Rental_Income,Multiple,0.38,Joint_Ownership,Retired,0,350,46821259,Medical,360,Good,N/A,Impulsive,Good,Yes,Negative,0
1981-02-08,Male,Single,7,771933,Investments,Multiple,0.18,Rented,Government,9,474,35334484,Education,96,Average,Poor,Cautious,Poor,No,Very_Positive,1
1997-11-28,Female,Single,2,503136,Secondary,Multiple,0.6,Commercial_Rented,Unemployed,0,303,32629389,Education,12,Poor,Average,Aggressive,Average,No,Very_Positive,0
1979-05-02,Male,Single,1,117572,Investments,Multiple,0.56,Rented,Government,17,578,48388830,Personal,180,Good,Average,Impulsive,Poor,No,Positive,0
1962-03-21,Female,Married,4,727628,Secondary,Multiple,0.36,Commercial_Rented,Unemployed,0,494,22980825,Business,360,N/A,N/A,Impulsive,N/A,Yes,Neutral,0
1990-09-10,Female,Single,7,315018,Investments,No,0.45,Joint_Ownership,Unemployed,0,513,35437712,Wedding,72,Average,Average,Erratic,Poor,Yes,Very_Negative,0
1963-03-20,Female,Single,4,585601,Multiple,No,0.38,Commercial_Owned,Retired,0,468,41174684,Education,108,Average,Average,Impulsive,Poor,No,Positive,0
1976-07-09,Male,Married,9,333665,Investments,Yes,0.13,Owned,Salaried,22,698,34846828,Debt_Consolidation,108,Average,Poor,Erratic,Poor,Yes,Negative,1
